validation_accuracy,validation_f1
0.9879892003734451,0.6952595936794582
0.9904872448335899,0.7377398720682302
0.9889480457217834,0.7354838709677419
0.9912442280033307,0.7763157894736841
0.9901592187933689,0.7446808510638299
0.9902853826549923,0.7770419426048565
0.99005828770407,0.7698924731182796
0.9902853826549923,0.7843137254901962
0.9911937624586813,0.7787610619469025
0.989477933940602,0.7736263736263737
0.9888723474048093,0.7765726681127983
0.9908152708738109,0.7927927927927927
0.9905881759228886,0.7752293577981652
0.9913956246372789,0.7910112359550563
0.9899321238424466,0.7801724137931035
0.990890969190785,0.8054298642533937
0.9902601498826676,0.8089887640449438
0.9907395725568369,0.8151447661469934
0.991218995231006,0.7917620137299772
0.988493855819939,0.7662337662337663
0.9892256062173551,0.7569892473118279
0.9901844515656936,0.7930283224400871
0.9899068910701219,0.8055555555555557
0.9906891070121874,0.7777777777777778
0.9898816582977972,0.7910112359550563
0.9895788650299009,0.7921225382932167
0.9889732784941081,0.7881548974943052
0.9907648053291616,0.7901785714285714
0.9898059599808231,0.7719298245614035
0.9895536322575761,0.7973273942093542
0.9895788650299009,0.8071748878923766
0.9895536322575761,0.7955555555555555
0.9901087532487194,0.7982261640798227
0.990638641467538,0.7982261640798227
0.9907395725568369,0.7964601769911505
0.9907143397845122,0.7955555555555555
0.9903610809719664,0.7868131868131868
0.9906638742398627,0.7816593886462883
0.9906891070121874,0.787746170678337
0.9907395725568369,0.7860262008733624
