validation_accuracy,validation_f1_weighted,validation_f1_macro
0.9875105587064076,0.5945945945945947,0.5945945945945947
0.9911910220827802,0.6964285714285715,0.6964285714285715
0.9930312537709666,0.7586206896551723,0.7586206896551723
0.9931820924339326,0.7293577981651376,0.7293577981651376
0.992820079642814,0.771362586605081,0.771362586605081
0.9932725956317123,0.7734553775743709,0.7734553775743709
0.9937251116206106,0.784869976359338,0.784869976359338
0.9942379630746953,0.7767441860465116,0.7767441860465116
0.9942681308072885,0.8028503562945368,0.8028503562945368
0.9942982985398817,0.8,0.8
