validation_accuracy,validation_f1_weighted,validation_f1_macro
0.9905348515243128,0.7350835322195703,0.7350835322195703
0.9896024637640212,0.7761194029850746,0.7761194029850746
0.9916085101573757,0.789873417721519,0.789873417721519
0.9915802559828215,0.7817258883248731,0.7817258883248731
0.9903653264769869,0.7722772277227722,0.7722772277227722
0.9911564433645071,0.7958656330749354,0.7958656330749354
0.9913824767609414,0.7819548872180452,0.7819548872180452
0.9917215268555929,0.8226221079691518,0.8226221079691518
0.9916932726810386,0.80306905370844,0.80306905370844
0.9917215268555929,0.7969543147208122,0.7969543147208122
