validation_accuracy,validation_f1_weighted,validation_f1_macro
0.9925400513635808,0.8329177057356608,0.8329177057356608
0.9925094778035954,0.8410256410256409,0.8410256410256409
0.9927846398434633,0.8512820512820511,0.8512820512820511
0.9923871835636542,0.8388746803069055,0.8388746803069055
0.9923871835636542,0.8668407310704961,0.8668407310704961
0.9924483306836248,0.8630490956072351,0.8630490956072351
0.9915616974440504,0.8410256410256409,0.8410256410256409
0.9927540662834781,0.8720626631853786,0.8720626631853786
0.9921731686437569,0.8379052369077307,0.8379052369077307
0.9927540662834781,0.8601036269430051,0.8601036269430051
0.9919285801638743,0.8624338624338624,0.8624338624338624
0.9922648893237128,0.8497409326424871,0.8497409326424871
