validation_accuracy,validation_f1_weighted,validation_f1_macro
0.9992437186633427,0.9268292682926829,0.9268292682926829
0.9984594269068093,0.890625,0.890625
0.9984034060670569,0.8549618320610687,0.8549618320610687
0.9988795832049523,0.8959999999999999,0.8959999999999999
0.9990196353043332,0.88,0.88
0.9988235623651999,0.8888888888888888,0.8888888888888888
0.9990756561440856,0.8943089430894309,0.8943089430894309
0.999131676983838,0.9268292682926829,0.9268292682926829
0.999131676983838,0.9268292682926829,0.9268292682926829
0.9990756561440856,0.9032258064516129,0.9032258064516129
0.9991036665639618,0.9105691056910569,0.9105691056910569
0.999131676983838,0.9268292682926829,0.9268292682926829
0.9986274894260665,0.8661417322834646,0.8661417322834646
0.9990756561440856,0.9193548387096774,0.9193548387096774
