train_loss_values,validation_loss_values
0.12623336487360198,0.003897235845546344
0.015784139977959747,0.00381403643967298
0.012350504540885588,0.0039669091467079524
0.002405023176422602,0.0037249856872304836
0.004060546488578665,0.0037367881623967232
0.0011975642846644237,0.0042209203052566
0.004002777627426505,0.0038483292766035115
0.000518559744199324,0.0038423788335173663
0.0021635305510447796,0.004252607731483626
0.000486585028709768,0.004469149850742518
0.004478301028786469,0.003679562150277992
0.00033518415164934795,0.0037693482256548286
0.0003075761234038931,0.005134597966070167
0.00033291755191901706,0.004417238308918895
