validation_accuracy,validation_f1_weighted,validation_f1_macro
0.9992906869827926,0.875,0.875
0.9994483120977276,0.9243697478991597,0.9243697478991597
0.9994220412452384,0.9,0.9
0.9993694995402601,0.896551724137931,0.896551724137931
0.9992906869827926,0.8771929824561403,0.8771929824561403
0.9993957703927493,0.9043478260869565,0.9043478260869565
0.9992906869827926,0.859504132231405,0.859504132231405
0.9992906869827926,0.8869565217391304,0.8869565217391304
0.9994220412452384,0.9256198347107438,0.9256198347107438
0.9995271246551951,0.95,0.95
0.9992381452778143,0.8596491228070176,0.8596491228070176
0.9992381452778143,0.8596491228070176,0.8596491228070176
0.9992644161303035,0.8547008547008547,0.8547008547008547
0.9994220412452384,0.9090909090909092,0.9090909090909092
