validation_accuracy,validation_f1
0.9857685822878861,0.38283828382838275
0.9887120281199097,0.5291970802919709
0.9895693424399166,0.6047430830039525
0.98999799959992,0.6
0.990998199639928,0.6451612903225806
0.9914554339439317,0.657314629258517
0.9912553939359301,0.6778242677824268
0.9909696224959278,0.6476190476190476
0.9911696625039293,0.6612576064908722
0.9917697825279341,0.6769230769230768
0.9900265767439203,0.6528301886792454
0.9902837710399223,0.6509803921568628
0.9913125482239304,0.6757281553398059
0.9915983196639327,0.6845124282982792
0.9906838510559255,0.653846153846154
0.9908267367759266,0.6498054474708171
0.9911696625039293,0.68
0.9895693424399166,0.6522593320235757
0.9911696625039293,0.6824457593688363
0.9913982796559312,0.6746987951807228
0.9915125882319321,0.6973947895791583
0.98999799959992,0.6496350364963505
0.990998199639928,0.6764705882352942
0.9910553539279284,0.6680080482897385
0.990741005343926,0.6692759295499021
0.9901980396079216,0.6544789762340038
0.9903409253279227,0.6642335766423358
0.9921698625439374,0.7065868263473054
0.9920269768239363,0.692
0.9909696224959278,0.6949494949494949
0.990741005343926,0.6705882352941176
0.9911125082159289,0.6761710794297352
0.9910267767839283,0.6942800788954635
0.9909410453519275,0.6874999999999999
0.9913125482239304,0.6833013435700576
0.9911982396479296,0.6871401151631478
0.9914554339439317,0.6842105263157895
0.9912839710799303,0.6873786407766991
0.9915697425199326,0.6866267465069859
0.9913697025119309,0.6850393700787402
