validation_accuracy,validation_f1_weighted,validation_f1_macro
0.9964416395313707,0.44705882352941173,0.44705882352941173
0.997280875490953,0.5470085470085471,0.5470085470085471
0.997280875490953,0.509090909090909,0.509090909090909
0.9976837087515525,0.5225225225225224,0.5225225225225224
0.997616569874786,0.5357142857142857,0.5357142857142857
0.9975830004364027,0.5471698113207547,0.5471698113207547
0.9971801671758032,0.5272727272727272,0.5272727272727272
0.997616569874786,0.5631067961165048,0.5631067961165048
0.9973144449293363,0.5294117647058822,0.5294117647058822
0.9974487226828695,0.5471698113207547,0.5471698113207547
0.9971465977374199,0.5499999999999999,0.5499999999999999
0.9975494309980194,0.5825242718446603,0.5825242718446603
0.9977844170667025,0.5200000000000001,0.5200000000000001
0.9978515559434691,0.5849056603773585,0.5849056603773585
