train_loss_values,validation_loss_values
0.15087713034869638,0.010309846369306219
0.031584044670841666,0.00732461894685085
0.02566137207597489,0.0070637214931511235
0.005427509162215882,0.006010055850889661
0.0092913848936011,0.006457766961003389
0.0025272529826753628,0.006675527116675023
0.00790655274870789,0.007850629074420629
0.0016395985160045541,0.007350951216784035
0.006289967207685781,0.007252096115208092
0.00230411416879182,0.007195719802304914
0.004990083097908934,0.007116974402379128
0.0007426793695596741,0.007570008564168906
0.0041998793744897215,0.005935856030044368
0.00041363451413628207,0.005981964495806447
