train_loss_values,validation_loss_values
0.09856636146934894,0.0033844060141167242
0.003651558065417411,0.0027855682299104956
0.004548223142013592,0.0025322652092489243
0.0016145099299014448,0.002873205150742499
0.00835459299770671,0.0027804304253581076
0.0015658109436666053,0.00253922249017726
0.004335673931848463,0.0023403867741287536
0.0010851916122522455,0.0024722933083580756
0.004581328113999222,0.0027853106790884526
0.0005486993315147224,0.0029842784697303223
0.0033112812176873817,0.0030064744281029284
0.0008679212027254608,0.0029526085574709464
