validation_accuracy,validation_f1_weighted,validation_f1_macro
0.9894740016889854,0.673170731707317,0.673170731707317
0.9922487634214019,0.7451923076923077,0.7451923076923077
0.994842562432139,0.7783018867924527,0.7783018867924527
0.9939679092773556,0.7684964200477328,0.7684964200477328
0.9935758233803836,0.7838479809976246,0.7838479809976246
0.9938472674629026,0.7961630695443644,0.7961630695443644
0.9936059838339969,0.7643020594965674,0.7643020594965674
0.9937869465556762,0.7897196261682243,0.7897196261682243
0.9945107974423936,0.779342723004695,0.779342723004695
0.9938472674629026,0.7877358490566039,0.7877358490566039
