validation_accuracy,validation_f1_macro,validation_f2_weighted
0.9866991325521229,0.5862785862785864,0.5862785862785864
0.9912037741591843,0.7048054919908467,0.7048054919908467
0.9928169228427941,0.7015945330296127,0.7015945330296127
0.993243037589408,0.7155963302752294,0.7155963302752294
0.992695175772333,0.7410926365795725,0.7410926365795725
0.991721199208644,0.7390300230946881,0.7390300230946881
0.9928473596104094,0.7565011820330969,0.7565011820330969
0.9934560949627149,0.7277108433734939,0.7277108433734939
