validation_accuracy,validation_f1_weighted,validation_f1_macro
0.9869734246257398,0.5728155339805825,0.5728155339805825
0.9897296042706278,0.7281795511221945,0.7281795511221945
0.9890042938377626,0.7209302325581396,0.7209302325581396
0.990164790530347,0.7749999999999999,0.7749999999999999
0.9898746663572009,0.7401960784313725,0.7401960784313725
0.9902808401996054,0.7658536585365855,0.7658536585365855
0.9893524428455379,0.7712082262210798,0.7712082262210798
0.9900487408610885,0.773067331670823,0.773067331670823
0.990019728443774,0.7711442786069651,0.7711442786069651
0.9900777532784032,0.7719298245614036,0.7719298245614036
