validation_accuracy,validation_f1
0.9844389606619248,0.622754491017964
0.990100159674844,0.825
0.988242125127014,0.742004264392324
0.9910582087385688,0.8164251207729469
0.9907098272608507,0.829145728643216
0.9908840179997097,0.8192771084337349
0.991203367687618,0.8304668304668305
0.9919581942226738,0.821782178217822
0.9932355929743069,0.8270676691729324
0.9909420815793294,0.8162291169451075
0.9931775293946872,0.8410757946210269
0.9914065902162869,0.8297362110311752
0.992480766439251,0.8682926829268293
0.9920743213819132,0.8585858585858585
0.9914936855857164,0.8269230769230769
0.9918710988532443,0.860576923076923
0.9918420670634345,0.8373205741626795
0.9916678763245754,0.8454106280193237
0.9915517491653361,0.8684863523573201
0.9907388590506605,0.8274231678486998
0.9909711133691392,0.8341463414634147
0.9904195093627522,0.8232445520581115
0.9912904630570475,0.8492462311557789
0.9909420815793294,0.8535980148883374
0.9913485266366672,0.8457711442786069
0.9910001451589491,0.8269230769230769
0.9916969081143853,0.8622448979591837
0.9920162578022935,0.8600508905852418
0.9920452895921034,0.8614609571788413
