train_loss_values,validation_loss_values
0.11680866037211005,0.003740164473873103
0.008624000468491303,0.0039086655656319635
0.007895751712373335,0.0035676182934180774
0.005263081317209219,0.0037594357358960388
0.010689851926751051,0.0028926682916738337
0.0013126287449444244,0.003486973654986514
0.002209447609856424,0.0038081822186794316
0.0006869315885288529,0.003337140392165917
0.005164545209790255,0.003230068058291574
0.0010818960457890223,0.003765378806404969
0.002112060643753466,0.0030363274292739754
0.0008462537114234384,0.0028761211422408646
