validation_accuracy,validation_f1_weighted,validation_f1_macro
0.9991253389311642,0.9279999999999999,0.9279999999999999
0.9993294265138926,0.943089430894309,0.943089430894309
0.9993585818828538,0.9421487603305785,0.9421487603305785
0.9993585818828538,0.9508196721311476,0.9508196721311476
0.999241960407009,0.9354838709677419,0.9354838709677419
0.9992128050380478,0.943089430894309,0.943089430894309
0.999096183562203,0.9279999999999999,0.9279999999999999
0.999241960407009,0.943089430894309,0.943089430894309
0.9990378728242806,0.8959999999999999,0.8959999999999999
0.9993585818828538,0.9508196721311476,0.9508196721311476
0.999387737251815,0.9586776859504132,0.9586776859504132
0.9993585818828538,0.9421487603305785,0.9421487603305785
