train_loss_values,validation_loss_values
0.09017335412180545,0.003442610398120781
0.0027497892788238606,0.0017849560072420445
0.00262181956473108,0.0022070388211623345
0.0015351066922639337,0.0023826159829628646
0.0012788615809777616,0.002464881443019222
0.0006872196789404233,0.002763615751969181
0.0011528940740431308,0.002052673245895097
0.0005105673066184393,0.002550545422550954
0.0005182431056420747,0.002839973221090278
0.00028548408500081565,0.002941626973592096
0.0001840400192000453,0.0034913950846434975
0.0009564332898933205,0.0032890848961438287
0.0005711202258305575,0.003017348001728108
0.00027456358976165083,0.0029778258008034634
