validation_accuracy,validation_f1_weighted,validation_f1_macro
0.9891989448840761,0.7584650112866818,0.7584650112866818
0.990781618769957,0.8020050125313282,0.8020050125313282
0.9920588643620714,0.792079207920792,0.792079207920792
0.9910037484381508,0.7824074074074073,0.7824074074074073
0.9918089684853533,0.7980997624703088,0.7980997624703088
0.991892267110926,0.8076923076923077,0.8076923076923077
0.9921143967791198,0.7913669064748202,0.7913669064748202
0.9924475912814105,0.8086124401913876,0.8086124401913876
0.9918367346938776,0.8157248157248157,0.8157248157248157
0.9923365264473136,0.8056872037914692,0.8056872037914692
