train_loss_values,validation_loss_values
0.10660358252640532,0.003610655592886112
0.0054563806916010415,0.0028503486488592566
0.008406755275725783,0.00280844830664054
0.002064674175151421,0.002415277983108023
0.004657977181142948,0.0021158614949544326
0.0011513306986165575,0.002558789855041513
0.004456552687244456,0.0026795902667515747
0.0007024548151331609,0.0028983219956922376
0.00273732803803259,0.0030884141895199946
0.00037592588649654196,0.003153717143082314
0.004167065041528945,0.0027546091726064633
0.0006144491231101059,0.002770679024669159
0.0009755175309106912,0.0028408818301438096
6.074156661524518e-05,0.0029515579745387818
