train_loss_values,validation_loss_values
0.24034447332479256,0.045848372071966216
0.02336183963422761,0.03951091747934366
0.019436328336810957,0.04040224622928112
0.012503954262240432,0.04379233489304501
0.00917372977380378,0.058086703322322304
0.006671631222590213,0.04075969354211007
0.005521762187652166,0.05880308711449412
0.005032016047607332,0.04731201381878236
0.00436586584434124,0.059228625105612824
0.0026041761238951803,0.04990734040291562
0.0035914691725943554,0.053182730091123176
0.001219592206685378,0.053733575071966945
0.002020926982081196,0.05514983414174036
