validation_accuracy,validation_f1_weighted,validation_f1_macro
0.9896921654855606,0.7714987714987714,0.7714987714987714
0.9904764572420941,0.7688679245283018,0.7688679245283018
0.9913727906781322,0.7732696897374701,0.7732696897374701
0.9918489678160276,0.7922705314009663,0.7922705314009663
0.990756561440856,0.8010075566750631,0.8010075566750631
0.992633259572561,0.8087167070217917,0.8087167070217917
0.9909526343799894,0.8137254901960785,0.8137254901960785
0.9920450407551609,0.7913669064748202,0.7913669064748202
0.9914568219377609,0.8118811881188119,0.8118811881188119
0.9921290720147895,0.8125,0.8125
0.991176717738999,0.7741935483870969,0.7741935483870969
0.9924091762135514,0.7853658536585366,0.7853658536585366
0.9919049886557799,0.7962085308056872,0.7962085308056872
