validation_accuracy,validation_f1_weighted,validation_f1_macro
0.9903644155625893,0.8050632911392405,0.8050632911392405
0.9910366656396179,0.792838874680307,0.792838874680307
0.9921290720147895,0.8097560975609757,0.8097560975609757
0.9923811657936753,0.7999999999999999,0.7999999999999999
0.9929133637713229,0.8068459657701711,0.8068459657701711
0.9926052491526848,0.7735849056603774,0.7735849056603774
0.9924091762135514,0.7953488372093023,0.7953488372093023
0.9933055096495896,0.8413098236775819,0.8413098236775819
0.9931094367104563,0.8058252427184466,0.8058252427184466
0.9930254054508277,0.8126520681265207,0.8126520681265207
