validation_accuracy,validation_f1_weighted,validation_f1_macro
0.987190332326284,0.5035971223021583,0.5035971223021583
0.9918731117824774,0.6962962962962963,0.6962962962962963
0.9930815709969788,0.7338129496402879,0.7338129496402879
0.9934138972809667,0.7417840375586854,0.7417840375586854
0.9931722054380665,0.7732696897374702,0.7732696897374702
0.9932326283987916,0.7488151658767771,0.7488151658767771
0.9937462235649547,0.7740384615384616,0.7740384615384616
0.9936253776435046,0.7721822541966428,0.7721822541966428
0.9936253776435046,0.7772511848341233,0.7772511848341233
0.9933836858006042,0.7725118483412322,0.7725118483412322
