validation_accuracy,validation_f1
0.9870887251204086,0.5333333333333333
0.9883363314570881,0.5858585858585857
0.9891777403818256,0.6157760814249363
0.9895839377937677,0.6381909547738693
0.98999013520571,0.684596577017115
0.9895259095920618,0.7212276214833759
0.9897290082980329,0.7461928934010154
0.9897290082980329,0.7386934673366833
0.9894388672895027,0.7474747474747474
0.9897870364997389,0.7570332480818414
0.9897290082980329,0.7531172069825437
0.9896129518946208,0.7446808510638298
0.9901932339116811,0.7794871794871796
0.9896999941971798,0.7700258397932817
0.9894968954912087,0.764857881136951
0.9899030929031509,0.772845953002611
0.9896709800963268,0.7525773195876287
0.9897580223988859,0.764857881136951
0.9905123890210642,0.7619047619047619
0.990106191609122,0.7481296758104738
