validation_accuracy,validation_f1_weighted,validation_f1_macro
0.9907005406011036,0.7424593967517401,0.7424593967517401
0.9915688636172656,0.8172588832487307,0.8172588832487307
0.9913727906781322,0.7939698492462313,0.7939698492462313
0.9923531553737991,0.7790973871733967,0.7790973871733967
0.9920730511750371,0.7692307692307693,0.7692307692307693
0.9922691241141705,0.7788461538461537,0.7788461538461537
0.9929693846110753,0.8079800498753117,0.8079800498753117
0.993053415870704,0.8,0.8
0.9926892804123134,0.7990196078431373,0.7990196078431373
0.9928573429315706,0.7941888619854721,0.7941888619854721
