Season,Tourney,teamA_id,teamA_name,teamB_id,teamB_name,diff_adj_def_eff,diff_adj_off_eff,diff_def_reb_rate,diff_efg_pct,diff_margin_of_victory,diff_off_reb_rate,diff_power_rating,diff_round_result,diff_seed,diff_strength_of_schedule,diff_tempo,diff_turnover_rate,label
2008,0,112,Memphis,8,Arizona,-25.90000000000001,-22.5,9.0,-7.100000000000001,3.3999999999999986,11.799999999999995,0.0639999999999999,-62.0,-9.0,12.247,6.6000000000000085,12.500000000000002,1
2008,0,196,Stanford,8,Arizona,-7.800000000000011,6.199999999999989,17.0,-7.0,14.0,22.3,0.0749999999999999,-48.0,-7.0,23.286,2.700000000000003,-0.5,1
2008,0,158,Oregon,8,Arizona,10.899999999999991,10.299999999999985,13.599999999999994,9.5,-0.6000000000000014,1.8999999999999984,-0.025,0.0,-1.0,29.334000000000003,1.2999999999999972,7.6,1
2008,0,222,USC,8,Arizona,-18.60000000000001,-15.400000000000006,7.799999999999997,-3.9000000000000057,3.1999999999999997,10.9,0.0529999999999999,0.0,-4.0,11.046,-2.200000000000003,13.500000000000002,1
2008,0,216,UCLA,8,Arizona,-14.200000000000005,-9.200000000000005,9.5,-10.400000000000006,5.0,19.4,0.0549999999999999,-60.0,-9.0,13.301000000000002,-3.0999999999999943,6.4,1
2008,0,88,Kansas,8,Arizona,-1.9000000000000057,13.400000000000006,6.200000000000003,6.399999999999999,15.299999999999995,13.1,0.0729999999999999,-63.0,-9.0,21.793,-2.299999999999997,5.299999999999999,1
2008,1,239,West Virginia,8,Arizona,-8.0,-13.400000000000006,8.299999999999997,-2.4000000000000057,-5.4,8.200000000000003,-0.04,-48.0,-3.0,6.815000000000005,-0.7000000000000028,7.9,1
2008,0,112,Memphis,186,Siena,-24.90000000000001,-11.299999999999995,2.9000000000000057,-15.699999999999996,13.599999999999998,2.3999999999999986,0.1959999999999999,-30.0,-12.0,42.916,4.0,10.7,1
2008,1,232,Villanova,186,Siena,-1.0,4.799999999999997,6.400000000000006,-10.599999999999994,5.800000000000001,3.6000000000000014,0.0909999999999999,-16.0,-1.0,31.786,0.6999999999999886,4.299999999999999,1
2008,0,112,Memphis,68,Gonzaga,-22.90000000000001,-11.199999999999989,2.4000000000000057,-6.699999999999996,11.7,2.799999999999997,0.1579999999999999,-62.0,-6.0,18.333,7.1000000000000085,2.6000000000000014,1
2008,0,154,Oklahoma,68,Gonzaga,-10.200000000000005,-16.89999999999999,4.200000000000003,-11.699999999999996,-6.699999999999999,-3.3999999999999986,-0.122,-32.0,-1.0,16.232,-1.0999999999999943,-3.3999999999999986,1
2008,0,182,San Diego,68,Gonzaga,-2.9000000000000057,-12.399999999999991,1.8000000000000114,-10.299999999999995,-9.5,1.2000000000000028,-0.211,-32.0,6.0,15.094,-1.2999999999999972,1.3999999999999986,1
2008,0,202,Tennessee,68,Gonzaga,7.0,10.200000000000005,0.2000000000000028,2.700000000000003,3.200000000000001,-5.699999999999999,0.0319999999999999,-48.0,-5.0,17.066000000000003,9.200000000000005,-5.800000000000001,1
2008,1,43,Davidson,68,Gonzaga,-12.300000000000011,12.0,7.200000000000003,4.600000000000001,24.3,5.600000000000001,0.1779999999999999,-56.0,3.0,-16.076999999999998,-2.200000000000003,-8.4,1
2008,1,112,Memphis,223,UT Arlington,-31.90000000000001,-11.5,1.2999999999999972,-10.699999999999996,20.4,6.199999999999996,0.36,-62.0,-15.0,35.894,6.300000000000011,4.700000000000003,1
2008,1,112,Memphis,203,Texas,-26.200000000000003,-39.6,5.0,-17.5,-13.4,11.299999999999995,-0.011,-6.0,-1.0,-2.0900000000000034,9.900000000000006,12.7,1
2008,0,204,Texas A&M,203,Texas,-12.400000000000006,-16.799999999999997,2.799999999999997,-9.700000000000005,-4.399999999999999,14.4,0.0,24.0,7.0,-0.071000000000005,-2.200000000000003,7.9,1
2008,0,244,Wisconsin,203,Texas,-20.700000000000003,-27.8,9.599999999999994,-16.700000000000003,-7.099999999999998,5.0,0.002,8.0,1.0,-10.059000000000005,-3.5,3.700000000000001,1
2008,0,88,Kansas,203,Texas,-2.200000000000003,-3.6999999999999886,2.200000000000003,-4.0,-1.5,12.6,-0.002,-7.0,-1.0,7.455999999999996,1.0,5.499999999999998,1
2008,1,112,Memphis,216,UCLA,-11.700000000000005,-13.299999999999995,-0.5,3.3000000000000043,-1.6000000000000014,-7.600000000000001,0.009,-2.0,0.0,-1.054000000000002,9.700000000000005,6.100000000000001,1
2008,0,203,Texas,216,UCLA,14.5,26.3,-5.5,20.800000000000004,11.799999999999995,-18.9,0.02,4.0,1.0,1.0360000000000014,-0.2000000000000028,-6.6,1
2008,0,222,USC,216,UCLA,-4.400000000000006,-6.200000000000003,-1.7000000000000028,6.5,-1.8000000000000007,-8.5,-0.002,60.0,5.0,-2.2550000000000026,0.8999999999999915,7.100000000000001,1
2008,0,39,Connecticut,107,Marquette,3.0999999999999943,-10.0,-8.0,-1.6000000000000014,-13.099999999999998,-14.3,-0.119,32.0,-2.0,3.679000000000002,5.800000000000011,-0.8999999999999986,1
2008,1,196,Stanford,107,Marquette,3.1999999999999886,11.299999999999995,6.5,-3.799999999999997,8.100000000000001,4.799999999999997,0.021,-16.0,-3.0,12.716,1.9000000000000057,-6.6,1
2008,0,150,Notre Dame,107,Marquette,-2.200000000000003,-9.700000000000005,-1.0,-1.6000000000000014,-7.5,-4.200000000000003,-0.0419999999999999,0.0,-1.0,-5.475999999999999,0.2000000000000028,1.1999999999999993,1
2008,0,64,Georgetown,107,Marquette,4.099999999999994,9.900000000000006,-5.200000000000003,12.200000000000005,5.800000000000004,-6.5,0.015,0.0,-4.0,3.905999999999999,-4.299999999999997,1.400000000000002,1
2008,0,103,Louisville,107,Marquette,4.199999999999989,-9.399999999999991,-3.5999999999999943,-3.3999999999999986,-13.599999999999998,-8.0,-0.13,-24.0,-3.0,-2.871000000000002,-0.8999999999999915,1.6999999999999993,1
2008,0,49,Duke,107,Marquette,3.3999999999999915,1.1000000000000083,-3.9000000000000057,3.200000000000003,-2.299999999999997,-7.700000000000003,-0.016,0.0,-4.0,-2.388999999999996,2.800000000000012,0.1999999999999993,1
2008,0,163,Pittsburgh,107,Marquette,-1.0,0.9000000000000057,-6.899999999999999,-2.1000000000000014,1.900000000000002,-3.899999999999999,0.009,0.0,-2.0,13.067,-2.3999999999999915,1.1000000000000014,1
2008,0,239,West Virginia,107,Marquette,3.0,-8.299999999999997,-2.200000000000003,0.7999999999999972,-11.3,-9.299999999999995,-0.0939999999999999,-16.0,1.0,-3.754999999999996,-1.5,1.8000000000000007,1
2008,0,39,Connecticut,81,Indiana,-1.7000000000000028,-2.299999999999997,-0.7999999999999972,7.199999999999996,-0.5999999999999996,-13.099999999999998,-0.004,0.0,-4.0,7.149999999999999,6.900000000000006,1.0,1
2008,1,10,Arkansas,81,Indiana,-0.2000000000000028,0.8000000000000114,9.0,11.599999999999994,1.0,0.5,0.015,-32.0,1.0,-9.885000000000002,1.7000000000000028,10.3,1
2008,0,244,Wisconsin,81,Indiana,-14.200000000000005,2.1000000000000085,10.299999999999995,5.699999999999996,16.299999999999997,-10.799999999999995,0.138,-48.0,-5.0,-2.821000000000005,-6.5,-0.6999999999999993,1
2008,0,248,Xavier,81,Indiana,-1.4000000000000057,7.900000000000006,8.0,9.599999999999994,9.3,-6.399999999999999,0.094,-56.0,-5.0,-4.0760000000000005,-0.5999999999999943,0.3000000000000007,1
2008,0,39,Connecticut,103,Louisville,-1.0999999999999943,-0.6000000000000085,-4.400000000000006,1.7999999999999972,0.5,-6.300000000000001,0.011,56.0,1.0,6.550000000000004,6.700000000000003,-2.599999999999998,1
2008,1,136,North Carolina,103,Louisville,4.200000000000003,18.599999999999994,0.3999999999999915,8.699999999999996,14.4,1.7999999999999972,0.123,-4.0,-2.0,-0.661999999999999,4.399999999999992,-3.099999999999998,1
