validation_accuracy,validation_f1_weighted,validation_f1_macro
0.9994200016571381,0.912,0.912
0.999530477531969,0.9586776859504132,0.9586776859504132
0.9993095257823073,0.9256198347107438,0.9256198347107438
0.9994752395945535,0.9333333333333333,0.9333333333333333
0.999337144751015,0.9354838709677419,0.9354838709677419
0.9995028585632613,0.9508196721311476,0.9508196721311476
0.9994476206258458,0.9354838709677419,0.9354838709677419
0.9994752395945535,0.9421487603305785,0.9421487603305785
0.9995028585632613,0.9166666666666667,0.9166666666666667
0.9994752395945535,0.9333333333333333,0.9333333333333333
0.9994476206258458,0.9243697478991597,0.9243697478991597
0.9994200016571381,0.9166666666666667,0.9166666666666667
0.9992266688761842,0.8503937007874016,0.8503937007874016
0.999530477531969,0.9586776859504132,0.9586776859504132
