train_loss_values,validation_loss_values
0.11239122579484184,0.004750691940981514
0.006089041256132897,0.0030521919425981732
0.007428420589672963,0.002877279231390937
0.002423914856769508,0.002431729072895905
0.0022826052301693983,0.0026481442454579255
0.00034781202558091957,0.002547422559721533
0.00623861653923522,0.0024356478131101703
0.0004425289221290242,0.002552061623480933
0.0013843049984347986,0.0022948685244004578
0.0006180971864279957,0.002736822654789896
0.004560614286858654,0.0026500920942308685
0.0008232888659167747,0.0027322863960018203
0.002197233522488585,0.00288973570647241
0.0004299491732028766,0.002788977160176645
