train_loss_values,validation_loss_values
0.12296529532256237,0.0031450876164688616
0.011238497479125177,0.003092632476636936
0.012702082754089142,0.003321965472774867
0.00544838758333752,0.003379055793919344
0.005894979151130683,0.003540410589315777
0.004091214360060421,0.003391236208014706
0.00652908827114783,0.003355760610754094
0.002453905148492327,0.002803554080403811
0.005139689170650045,0.003872640497881073
0.0006019668926520094,0.0035992208528780752
0.0021870775993141894,0.003715902451801867
0.0015735262869080772,0.003199666571505459
0.00422249888640232,0.004082232560315772
0.000938291404445262,0.0034210250825885487
