validation_accuracy,validation_f1_weighted,validation_f1_macro
0.999241960407009,0.9105691056910569,0.9105691056910569
0.999241960407009,0.9268292682926829,0.9268292682926829
0.9993294265138926,0.959349593495935,0.959349593495935
0.999241960407009,0.943089430894309,0.943089430894309
0.999387737251815,0.9586776859504132,0.9586776859504132
0.999387737251815,0.9586776859504132,0.9586776859504132
0.999241960407009,0.9256198347107438,0.9256198347107438
0.9991836496690866,0.9180327868852459,0.9180327868852459
0.9991544943001254,0.943089430894309,0.943089430894309
0.9990087174553194,0.9193548387096774,0.9193548387096774
0.9990378728242806,0.864,0.864
0.9991253389311642,0.9268292682926829,0.9268292682926829
0.9990670281932418,0.9193548387096774,0.9193548387096774
0.9992711157759702,0.9354838709677419,0.9354838709677419
