validation_accuracy,validation_f1_weighted,validation_f1_macro
0.9993694995402601,0.8959999999999999,0.8959999999999999
0.9995008538027059,0.9344262295081968,0.9344262295081968
0.9994483120977276,0.9105691056910569,0.9105691056910569
0.9994745829502167,0.9268292682926829,0.9268292682926829
0.9995008538027059,0.943089430894309,0.943089430894309
0.9995008538027059,0.943089430894309,0.943089430894309
0.9995008538027059,0.9344262295081968,0.9344262295081968
0.9994745829502167,0.9268292682926829,0.9268292682926829
0.9994745829502167,0.943089430894309,0.943089430894309
0.9995271246551951,0.9508196721311476,0.9508196721311476
0.9995271246551951,0.9508196721311476,0.9508196721311476
0.9994483120977276,0.9344262295081968,0.9344262295081968
0.9994745829502167,0.9344262295081968,0.9344262295081968
0.9994745829502167,0.9344262295081968,0.9344262295081968
