train_loss_values,validation_loss_values
0.10959519871419009,0.0036104765835757876
0.0031242556479592026,0.0027316885451992593
0.003950502996505613,0.003008242791276478
0.0006142266689656564,0.002826184848758699
0.0016173609509715324,0.0026364212869793846
0.0007539379096206443,0.0026994656492330582
0.0014304372547043012,0.0026590390062169304
0.0002058609439282705,0.00270462795189856
0.0024488028961929574,0.0026222514171107296
0.0005726040629030745,0.002562892390548138
0.001812329813166457,0.002570314090934031
3.2760929615583206e-05,0.0027800534237782545
0.0013881523104547152,0.002632967989262108
0.00034947314192061875,0.002675267177388398
