validation_accuracy,validation_f1
0.9865954854059072,0.5617433414043584
0.9889746416758545,0.6063569682151589
0.9900771775082691,0.6632911392405063
0.9897580223988859,0.710997442455243
0.9897290082980329,0.7161125319693096
0.9905414031219173,0.7245657568238213
0.9896709800963268,0.6851385390428212
0.989961121104857,0.731958762886598
0.9894388672895027,0.717557251908397
0.9898740788022979,0.7208121827411168
0.9899321070040039,0.7323232323232323
0.9895259095920618,0.7467362924281984
0.9904543608193582,0.7582697201017812
0.9902222480125341,0.7593582887700534
0.990106191609122,0.7883597883597883
0.9902512621133871,0.7757255936675462
0.9902802762142401,0.7760416666666666
0.990048163407416,0.7789473684210526
0.990135205709975,0.7780678851174935
0.990164219810828,0.7740259740259741
