train_loss_values,validation_loss_values
0.10096284239115792,0.00667508242291991
0.006880549788141222,0.003545498700987082
0.006291536679903504,0.00247078253199685
0.003248908471841227,0.002194124639076604
0.0033745768881726134,0.002180783133967039
0.0009824931811874503,0.0020662519454245657
0.0014119378059240615,0.0020332444476025557
0.0003085214824189507,0.002097887348740683
0.0023859003701091094,0.002317055526997468
0.00048553124214617294,0.002205649069687545
0.0027969253945818034,0.0021884912442053724
0.0005032616600880818,0.0022397395271127607
0.0029800685239242375,0.0022784944800713965
0.0005289104716402194,0.0021799365060065734
