validation_accuracy,validation_f1_weighted,validation_f1_macro
0.9881796028122461,0.7100840336134453,0.7100840336134453
0.9912047281588751,0.7894736842105263,0.7894736842105263
0.9910086552197418,0.8375634517766498,0.8375634517766498
0.9914008010980084,0.7761904761904761,0.7761904761904761
0.9905324780818464,0.8177339901477833,0.8177339901477833
0.9908405927004846,0.7913669064748202,0.7913669064748202
0.9918769782359037,0.8270676691729324,0.8270676691729324
0.9914848323576371,0.8197530864197531,0.8197530864197531
0.9918209573961514,0.8186274509803921,0.8186274509803921
0.9918769782359037,0.827930174563591,0.827930174563591
