validation_accuracy,validation_f1
0.9851378971007545,0.5918762088974856
0.9889228129494587,0.707482993197279
0.9878378037394968,0.7203389830508475
0.9893265373066539,0.6887966804979253
0.988317226413666,0.7379912663755458
0.9889228129494587,0.7581699346405228
0.989730261663849,0.7405857740585775
0.9899825893870959,0.7516483516483515
0.9889228129494587,0.7392197125256674
0.9900330549317453,0.7372881355932204
0.9887209507708612,0.7467248908296943
0.9882919936413413,0.7459016393442622
0.9902601498826676,0.7654867256637168
0.987913502056471,0.7351129363449692
0.986500466806288,0.7084148727984344
0.9889732784941081,0.7672413793103449
0.9899068910701219,0.7820224719101124
0.9906638742398627,0.766884531590414
0.9912694607756555,0.7901785714285714
0.9870051222527819,0.7541666666666667
0.9900835204763947,0.7789934354485776
0.9903610809719664,0.7893569844789358
0.990310615427317,0.7850877192982456
0.990638641467538,0.7675438596491228
0.9899825893870959,0.7772925764192139
0.9896040978022256,0.7804878048780488
0.989477933940602,0.7473002159827213
0.9889228129494587,0.7526881720430106
0.9887461835431859,0.7484407484407484
0.990234917110343,0.7695749440715883
0.9875854760162499,0.7418032786885247
0.9903610809719664,0.7902869757174391
0.9900330549317453,0.7610993657505286
0.9905124776059145,0.7575757575757576
0.9901592187933689,0.7688888888888888
0.990310615427317,0.78125
0.9904620120612652,0.7602591792656588
0.9900835204763947,0.7753303964757711
0.9901844515656936,0.7753303964757711
0.9902096843380183,0.7753303964757711
