validation_accuracy,validation_f1_weighted,validation_f1_macro
0.9991544943001254,0.8818897637795274,0.8818897637795274
0.999387737251815,0.9586776859504132,0.9586776859504132
0.9992128050380478,0.9268292682926829,0.9268292682926829
0.999241960407009,0.9193548387096774,0.9193548387096774
0.998804629872591,0.8682170542635659,0.8682170542635659
0.9990670281932418,0.9344262295081968,0.9344262295081968
0.999241960407009,0.8943089430894309,0.8943089430894309
0.9993002711449314,0.9256198347107438,0.9256198347107438
0.9993002711449314,0.9180327868852459,0.9180327868852459
0.9993294265138926,0.9344262295081968,0.9344262295081968
0.9992711157759702,0.9268292682926829,0.9268292682926829
