train_loss_values,validation_loss_values
0.1245484600830147,0.0035938485518107136
0.008412021485272475,0.00300801774768512
0.00934504502744489,0.003014203612327616
0.0061143265158468555,0.003158852107560506
0.0054828250316173565,0.0038651010359403285
0.00148240887061972,0.0032746792597761628
0.003936546872692319,0.00316204026632828
0.00175848409220834,0.0033726574943716255
0.0034412690492385965,0.0034767092087277392
0.0005040669553961167,0.003429451713036516
3.40661078738745e-06,0.003874879567621034
